Table S7: Significant and stability-selected host gene-microbe associations at FDR < 0.1 for IBD data,,,,,,,,,
,,,,,,,,,
gene,taxa,final_model_r.sqr,final_model_r.sqr.adj,pval,ci.lower,ci.upper,Bonferonni_global,BY_global,BH_global
GLIPR1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2998261,0.2734045,4.06E-05,-0.4960678,-0.1753845,1,0.25102839,0.016992782
CIB2,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.4285457,0.3585717,4.07E-05,0.1146739,0.3243585,1,0.251046226,0.016993989
RAB31,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2509061,0.2226384,4.07E-05,-0.562432,-0.1988169,1,0.251223309,0.017005977
MAT2A,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Parasutterella,0.8344719,0.7723988,4.08E-05,0.03167391,0.08960765,1,0.251372958,0.017016107
LRRK2,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3051423,0.2650543,4.12E-05,-0.6362166,-0.2247251,1,0.253376826,0.017151754
TNFAIP8,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2326863,0.1884183,4.12E-05,-0.4020476,-0.1420033,1,0.253478089,0.017158609
CSGALNACT2,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.289936,0.2631411,4.13E-05,-0.4215541,-0.1488828,1,0.253550417,0.017163505
FADS1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2062587,0.1763062,4.13E-05,-0.6113714,-0.2158959,1,0.253912026,0.017187983
ADAMDEC1,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae,0.6350235,0.5539176,4.15E-05,-0.6883044,-0.2429963,1,0.254701052,0.017241394
ENTPD1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2714361,0.2142939,4.15E-05,-0.5537361,-0.1954889,1,0.254701052,0.017241394
MPST,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3410424,0.3030256,4.15E-05,0.1297502,0.367535,1,0.25471086,0.017242058
FRMD1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3449776,0.2936032,4.17E-05,0.2039572,0.5778943,1,0.255487947,0.017294661
ZEB1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3962627,0.3489108,4.21E-05,-0.444534,-0.1567705,1,0.257331074,0.017419427
FAM210A,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminiclostridium 5,0.9042884,0.8716064,4.26E-05,0.03449219,0.09787907,1,0.259528769,0.017568195
ZFAND2B,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.350875,0.3134254,4.28E-05,0.07041236,0.1998843,1,0.260627705,0.017642585
FLVCR1,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae NK4A214 group,0.6615491,0.6039404,4.30E-05,-0.1821607,-0.06415227,1,0.261416371,0.017695972
MAST2,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.12159,0.08844244,4.35E-05,0.1210484,0.3440091,1,0.26346285,0.017834504
ZNF593,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella,0.5080691,0.4243362,4.35E-05,0.09281681,0.2637771,1,0.26346285,0.017834504
FRAT2,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2551957,0.1967797,4.35E-05,0.07556789,0.2147671,1,0.263557178,0.017840889
ATP11A,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Acidaminococcaceae,0.3148641,0.275337,4.36E-05,0.0932616,0.2650895,1,0.263976568,0.017869279
ABCC6,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.1428532,0.110508,4.36E-05,0.1453022,0.4130365,1,0.264073033,0.017875809
COL4A1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.476608729,0.424269602,4.37E-05,-0.718958088,-0.252890763,1,0.264362345,0.017895393
ERC2,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2718974,0.2298915,4.38E-05,-0.1672021,-0.05880233,1,0.264829596,0.017927022
SHD,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3538932,0.3032181,4.45E-05,0.1340284,0.3814911,1,0.268045707,0.01814473
SF3A2,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminiclostridium 5,0.8295162,0.7532472,4.46E-05,-0.1805043,-0.06340122,1,0.268488626,0.018174712
ADPRHL1,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Holdemanella,0.219385,0.1743495,4.46E-05,-0.2364453,-0.08304574,1,0.268541093,0.018178264
ABLIM3,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.7170113,0.6108906,4.51E-05,-0.2997532,-0.1052058,1,0.270955032,0.01834167
ZNF572,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella,0.3715109,0.2945531,4.52E-05,-0.1312017,-0.0460421,1,0.271409181,0.018372412
CBLC,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3831712,0.3475849,4.57E-05,0.1059668,0.3021973,1,0.273687643,0.018526647
USP49,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Dialister,0.2823642,0.2690746,4.57E-05,-0.1192291,-0.04180709,1,0.273715381,0.018528525
MXRA5,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3960315,0.3611872,4.58E-05,-0.6470826,-0.2268663,1,0.274146833,0.018557731
SMG9,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella,0.5999539,0.5110548,4.67E-05,0.04332884,0.123759,1,0.27850041,0.018852436
IFI44,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2159318,0.1863444,4.69E-05,-0.5133757,-0.1796839,1,0.279403106,0.018913542
PEA15,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.1412416,0.1088356,4.69E-05,-0.4250583,-0.1487548,1,0.279634085,0.018929178
HNRNPH1,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospiraceae NK4A136 group,0.4179493,0.3722983,4.72E-05,0.03596515,0.1028115,1,0.280809449,0.019008741
MSMB,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia,0.3321392,0.2653531,4.72E-05,0.03941741,0.1126846,1,0.280879724,0.019013498
PARVB,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2215945,0.2071796,4.75E-05,-0.4376066,-0.1530257,1,0.281780876,0.0190745
PLEK,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.238615397,0.209883902,4.76E-05,-0.785958359,-0.274799233,1,0.282132487,0.019098301
TMEM64,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.425913,0.328196,4.80E-05,-0.2296065,-0.08022013,1,0.28429779,0.019244876
HNF1A,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3844263,0.3489124,4.81E-05,0.1156951,0.3311679,1,0.284386758,0.019250899
IFT80,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospiraceae NK4A136 group,0.4807878,0.4508332,4.83E-05,0.03053435,0.08743511,1,0.285464403,0.019323848
EIF4EBP1,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Dialister,0.3923612,0.3179565,4.84E-05,0.04895901,0.1402121,1,0.285833543,0.019348836
ARMCX4,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospiraceae NK4A136 group,0.1960847,0.149705,4.86E-05,0.05384121,0.1542363,1,0.286665122,0.019405127
CPT2,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2049284,0.1749257,4.88E-05,0.1073435,0.3075813,1,0.287458868,0.019458858
STEAP1,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae,0.7115474,0.6130514,4.88E-05,-0.2365618,-0.08255183,1,0.287609996,0.019469089
TMEM165,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2927232,0.2372505,4.88E-05,-0.2916779,-0.1017874,1,0.287609996,0.019469089
ZNF511,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Dialister,0.3381888,0.286282,4.92E-05,0.03835538,0.1099741,1,0.289242688,0.01957961
ALDH18A1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2357339,0.1593073,5.01E-05,0.09692956,0.2782666,1,0.293686721,0.019880438
IFT80,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella,0.4807878,0.4508332,5.02E-05,-0.1212861,-0.04224317,1,0.294069668,0.019906361
IL1RAP,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3117813,0.2720763,5.02E-05,-0.3755421,-0.1307868,1,0.294365187,0.019926365
LRWD1,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella,0.5700479,0.4968646,5.03E-05,0.07026598,0.2017888,1,0.294738277,0.019951621
PFKL,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.6444298,0.5839072,5.04E-05,0.06460194,0.1855425,1,0.295086965,0.019975225
GLS,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Dialister,0.6345427,0.5630401,5.07E-05,-0.09555214,-0.03325463,1,0.29670807,0.020084961
MUC20,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.6732693,0.6006625,5.09E-05,0.1660488,0.477252,1,0.297466313,0.020136289
LRRC8A,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae,0.2182114,0.1731082,5.11E-05,0.09404498,0.2703959,1,0.298724269,0.020221443
URGCP,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.5325861,0.4753518,5.13E-05,0.05793106,0.1666004,1,0.299439236,0.020269841
TLE2,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.5329859,0.4648796,5.17E-05,0.1411362,0.4061262,1,0.301331156,0.02039791
PTPRG,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;[Eubacterium] hallii group,0.4348137,0.3904854,5.18E-05,-0.131636,-0.04574037,1,0.301646912,0.020419285
TMEM26,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.5343557,0.4044084,5.18E-05,-0.2716282,-0.09438484,1,0.301646912,0.020419285
MKNK2,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.680975,0.6012187,5.24E-05,0.07384672,0.2127051,1,0.30447064,0.020610431
ZMYM1,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella,0.4322206,0.3626965,5.24E-05,-0.1479412,-0.05136185,1,0.30447064,0.020610431
RTCB,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae,0.1727953,0.14158,5.26E-05,0.09083151,0.2616883,1,0.305174212,0.020658057
CYP2U1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.7255257,0.6489282,5.32E-05,-0.1594334,-0.05529163,1,0.308172049,0.020860989
SHROOM1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2482095,0.21984,5.33E-05,0.1134511,0.3271656,1,0.30846725,0.020880972
IFI16,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.1775831,0.130136,5.38E-05,-0.4369919,-0.151421,1,0.310896037,0.021045383
PECR,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.1703025,0.1224354,5.41E-05,0.09607647,0.2773667,1,0.311937458,0.021115879
LSR,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Acidaminococcaceae,0.8395507,0.7994383,5.41E-05,-0.1917458,-0.0664146,1,0.312097201,0.021126693
RDH5,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.380181,0.2746799,5.48E-05,0.1055008,0.304873,1,0.314924207,0.02131806
ZG16,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.427550132,0.344067859,5.48E-05,0.246185483,0.711433122,1,0.314924207,0.02131806
WDR1,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae,0.4934199,0.4313896,5.50E-05,0.05790079,0.1673613,1,0.315726011,0.021372337
ZBTB7B,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.4337208,0.4123518,5.49E-05,0.07652682,0.2211963,1,0.315726011,0.021372337
GTPBP1,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae,0.1235717,0.0904989,5.51E-05,0.0880994,0.2547107,1,0.316324651,0.02141286
SDHB,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3403918,0.315501,5.55E-05,0.06531646,0.1889299,1,0.31789172,0.021518939
ABHD14B,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Holdemanella,0.5035478,0.4311485,5.57E-05,-0.1647124,-0.05693079,1,0.318568619,0.02156476
HSPA2,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Tyzzerella,0.5464004,0.4576526,5.64E-05,-0.1297785,-0.04481136,1,0.32239795,0.021823978
WFDC2,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Tyzzerella,0.646802321,0.595294326,5.67E-05,-0.305475464,-0.105443495,1,0.323440584,0.021894557
PCSK4,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Faecalitalea,0.5354679,0.4445812,5.67E-05,-0.1261638,-0.04354669,1,0.323515129,0.021899603
TMTC1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3785497,0.3298085,5.68E-05,-0.5369195,-0.1852899,1,0.324100012,0.021939195
ACVR1B,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.1600866,0.1283917,5.70E-05,0.1167173,0.3382913,1,0.324762919,0.021984069
IL1R1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3070764,0.2809283,5.70E-05,-0.5215861,-0.1799609,1,0.324762919,0.021984069
NGEF,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2238666,0.1945786,5.72E-05,0.1297898,0.376281,1,0.325583673,0.022039628
DDHD1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3290137,0.2903029,5.72E-05,-0.2597998,-0.08960928,1,0.325638778,0.022043358
GABPB2,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella,0.2958772,0.2828379,5.78E-05,-0.1457655,-0.05024376,1,0.32783679,0.022192148
NR2F6,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3610622,0.3242004,5.78E-05,0.1052383,0.3053461,1,0.328215231,0.022217765
AP3D1,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae,0.3381934,0.2571559,5.81E-05,0.06448837,0.1871694,1,0.329319479,0.022292515
C1orf216,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2244899,0.2101287,5.82E-05,-0.3783332,-0.1303324,1,0.329840793,0.022327804
MMD,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2494945,0.2061961,5.85E-05,-0.2024129,-0.06970475,1,0.33079423,0.022392345
SIRT6,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Acidaminococcaceae,0.7929856,0.7469824,5.85E-05,-0.1705386,-0.05872432,1,0.330912245,0.022400333
ZDHHC7,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2720994,0.2150091,5.89E-05,0.06035148,0.1753477,1,0.332725719,0.022523092
RERE,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.214106,0.1355167,5.90E-05,0.08324016,0.2418956,1,0.333347483,0.022565181
KLHL5,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2692128,0.227052,5.91E-05,-0.5295378,-0.1822166,1,0.333404305,0.022569028
C1orf115,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Holdemanella,0.2883191,0.2614632,5.92E-05,-0.2767244,-0.0952018,1,0.334094686,0.022615761
PHLDA1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.1761217,0.1608647,5.94E-05,-0.6181609,-0.212621,1,0.334697174,0.022656545
TGFBR2,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.4359285,0.4033859,5.94E-05,-0.2452203,-0.08434681,1,0.334697174,0.022656545
TPRG1L,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2424183,0.2138303,5.96E-05,0.08449764,0.2457215,1,0.33549337,0.022710442
CLN3,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2962063,0.2696481,5.98E-05,0.07658152,0.2227584,1,0.336375509,0.022770156
BAIAP2L2,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2521479,0.223927,5.98E-05,0.1202699,0.3498486,1,0.336420819,0.022773224
SPTLC3,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella,0.6069932,0.5301006,6.04E-05,-0.1944807,-0.06680902,1,0.339262899,0.022965612
SLFN11,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.4044629,0.33154,6.10E-05,-0.5156346,-0.177003,1,0.341827746,0.023139233
PSTPIP2,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Holdemanella,0.09503269,0.06088298,6.13E-05,0.1073027,0.3127042,1,0.342844345,0.023208049
AUH,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2923452,0.2215797,6.14E-05,0.08999384,0.2623019,1,0.343441397,0.023248465
TOE1,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;[Eubacterium] hallii group,0.6233507,0.5684227,6.17E-05,0.03651767,0.1064762,1,0.344767344,0.023338222
USP30,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2269868,0.1663583,6.26E-05,0.1090121,0.3182012,1,0.348541722,0.02359372
DGAT1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.6057477,0.5574719,6.29E-05,0.0764376,0.2232025,1,0.350090878,0.023698586
NABP1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.4633285,0.4430768,6.31E-05,-0.4169895,-0.1427795,1,0.350711643,0.023740608
LAPTM5,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.8113029,0.7268857,6.35E-05,-0.363541,-0.1244127,1,0.35242138,0.023856344
GALNT12,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2533391,0.2251632,6.36E-05,0.1699689,0.4967399,1,0.352905194,0.023889095
ANXA1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.158464226,0.14288023,6.37E-05,-0.807026863,-0.276128555,1,0.352996744,0.023895292
INPP1,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae,0.4712558,0.4183813,6.39E-05,0.09469933,0.2768487,1,0.354054325,0.023966883
GAL3ST2,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.5240483,0.4309273,6.40E-05,0.1478908,0.4324199,1,0.354545504,0.024000132
SPR,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2903349,0.2493927,6.43E-05,0.1082928,0.3167444,1,0.35563856,0.024074124
PCDH17,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.4151525,0.3814113,6.44E-05,-0.5370854,-0.1836153,1,0.355816665,0.02408618
PRSS51,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae NK4A214 group,0.5922442,0.5016317,6.51E-05,0.04694815,0.1374521,1,0.359547434,0.024338726
SLC41A1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.1532474,0.1212945,6.52E-05,-0.3736399,-0.1276159,1,0.35962334,0.024343864
TIA1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.8631037,0.820731,6.52E-05,-0.1312935,-0.04483874,1,0.359980698,0.024368055
ARRB1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2513186,0.2081255,6.53E-05,0.07381141,0.2161467,1,0.359993195,0.024368901
CEP44,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella,0.3302137,0.3049388,6.53E-05,-0.1384288,-0.0472725,1,0.359993195,0.024368901
RAB17,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2363478,0.2075307,6.53E-05,0.1376676,0.4031192,1,0.359993195,0.024368901
RIBC2,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Anaerostipes,0.1781721,0.1629531,6.55E-05,-0.1707053,-0.05827913,1,0.360985321,0.02443606
FASTK,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Faecalitalea,0.6977011,0.6133386,6.58E-05,-0.1370546,-0.04677603,1,0.36218287,0.024517126
PNKD,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.5153558,0.4446785,6.61E-05,0.07956997,0.233225,1,0.363596075,0.024612789
ZNF3,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.1510329,0.08444726,6.62E-05,0.05617319,0.1646565,1,0.363765208,0.024624238
FBXW7,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.4099795,0.3637034,6.63E-05,-0.1756516,-0.0599121,1,0.364348315,0.02466371
TFF3,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Faecalitalea,0.5939425,0.5347258,6.64E-05,-0.3694804,-0.12601,1,0.364744926,0.024690558
DOK4,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.4614158,0.4410919,6.66E-05,0.0907678,0.2662067,1,0.36560996,0.024749114
CTDSP1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2386101,0.1946837,6.69E-05,0.05544706,0.1626672,1,0.366799207,0.024829618
SLC26A6,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3443486,0.2787835,6.72E-05,0.08498129,0.249399,1,0.368161932,0.024921864
DNM3,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.4708481,0.429346,6.74E-05,-0.2365673,-0.08058838,1,0.369193695,0.024991707
TRAM1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.6794572,0.6082255,6.77E-05,-0.1386905,-0.04723272,1,0.370341499,0.025069405
RUNX1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2771177,0.235413,6.77E-05,-0.2793998,-0.09514724,1,0.370425263,0.025075075
FAM47E-STBD1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.07413699,0.03919877,6.78E-05,0.1040519,0.3055918,1,0.370589443,0.025086189
UBASH3B,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2720702,0.2149777,6.94E-05,-0.377132,-0.1281777,1,0.377856429,0.025578111
PIGS,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.5910538,0.5314158,7.00E-05,0.05238016,0.1542061,1,0.380086,0.025729036
CD53,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.712508,0.61434,7.00E-05,-0.4746237,-0.1612135,1,0.38013805,0.02573256
SEC11C,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3541505,0.2895655,7.04E-05,-0.2498796,-0.08484084,1,0.381853704,0.025848697
ZNF397,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella,0.4857837,0.4343621,7.08E-05,-0.1307637,-0.04437715,1,0.383503143,0.025960352
LDB2,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.4053509,0.3587118,7.10E-05,-0.3980055,-0.135045,1,0.384109736,0.026001414
SLC39A5,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Holdemanella,0.2438982,0.215366,7.17E-05,-0.4295233,-0.1456191,1,0.387237731,0.026213156
STAT4,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2621014,0.2195303,7.17E-05,-0.4319211,-0.1464299,1,0.387237731,0.026213156
SCAMP2,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2540509,0.2110153,7.23E-05,0.06943404,0.2049347,1,0.389660074,0.026377131
CHMP1A,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.5534624,0.5088086,7.23E-05,0.05853807,0.1727823,1,0.389670314,0.026377824
CLDND1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3734492,0.337302,7.28E-05,-0.142939,-0.04840287,1,0.391590917,0.026507835
